class_0,class_1,text
1,0,amazing good work worth india also whole world promise open source also unbelivable lots thanks sponsers
1,0,isnt good bad inevitable
0,1,couple years ago idea privacy connected internet privacy eliminated dont right claim back youre part network youre obviously exchanging info crosses lot paths reach recently telecom providers ones dominating watching closely everyone
0,1,wait gasoline hit gallon
0,1,someone spent several years teaching say experience children need discipline rigid structure part need told
0,1,horrible architect decent marketer perhaps
0,1,arent reproducible command openly discussed incidences subject taboo
0,1,david talking job interview steroids like job interviews understanding things shown best light possible say least
0,1,order ensure arent fluctuations need make observation analyze
0,1,donrsquot room numbers losing
0,1,point im trying make great craftsman default great artist
0,1,see lot people youngsters especially complain depressed alone
1,0,follow lead taking hard look life either get help work become gay
0,1,sorry hes pet peeve
0,1,human right ability make
0,1,felix artist political activist commercially astute
0,1,searches indexes common data vast resource surprisingly ends finding lots data
1,0,people need try less offended differing viewpoints
1,0,use memetics suggests intentionalityy memes
0,1,saying like childrenn pillars nation one time saying without much ado
1,0,good stuff indeed dave
1,0,science used gauge value expressed morality buthelip one shares intention
1,0,opinion life belongs community long live privilege whatever
1,0,excellent speech
0,1,dare say know need dont know like emilianos dad stole emiliano shut hell ii course paraphrasing gives people title true mexican
0,1,example lint porter cant confirm steve jones numbers yes safe say gay men much likely pedophiles
0,1,continue maintain pace technology development hard take heed dan barber preaching
0,1,hard microsoft
1,0,found interesting daniel used ldquothink theyrsquore hapyrdquo describe person moved ohio california accepted happiness fact incomes 600
1,0,hero someone saves someone making bad descisions heading wrong path lives
1,0,really makes think genius creative process differently least moment
0,1,guess youre ready public debate
1,0,youre real triumph shows things done
1,0,sending teachers money build school way efficient long term way fight terrorism sending army
0,1,year garbage amp recycling industry generates billions dollars revenue recycling least priorities
0,1,73 year old father degenerative arthritis needed new hip alleviate pain
0,1,suppose consider evil
1,0,deserved drink ocean life deserves fill cup little stream
0,1,facts happiness dictate moral conclusions rather must interpreted number moral principles mind eg
1,0,want hall 150 long
1,0,fascinating
1,0,thinking thank
0,1,another option nobody seems talk think paradigm blocking vision carr needs gas tank
1,0,beautiful voice deliver timely message get ready top last performance
0,1,think would
1,0,eccentricities aside main point passionate learning came
0,1,much real magic going universe around us wish ted would focused instead
0,1,lot seem understand simply ignore bad people dont share values life
0,1,despite fact surprising proportion people actually adhere current paradigm healthy diet getting sicker fatter despite mainstream dietary recommendations
0,1,thing youl find pacifier suck security blanket hold want believe life death
1,0,put focus dumbing dilution perversion scientific findings one sees presented media explains mechanisms findings become inaccessible less probing masses
1,0,science best future bright
0,1,really good idea long term
0,1,inventor mean produce kind glue
0,1,people want change long oil still affordable
0,1,clumsy say less feel full conclusion reached
0,1,agricultural techniques may increase amount often comes environmental damage loss biodiversity
1,0,inspiring talk
1,0,think want evolution true theres conspiracy
1,0,question great power bringing great responsibility isnt new spiderman anyone
0,1,ideologues hope whatsoever
0,1,beautiful someone like whos biggest problem controll experiences sounds like sort hell able see boundaries
0,1,got little bored listening
1,0,helping handicapped andor elderly people
1,0,mean demean anyone
1,0,love concept design outcome nice talk
1,0,basic concept people thrive autonomy
1,0,negative attitude ingrained us evolution less
1,0,love
1,0,im living japan consistently appears better end scale
0,1,eloquent reminiscence visit kaba islams religious shrine mr mustafe akyol uses word islamicc law several times
1,0,fantastic talk
1,0,sounds amazing
1,0,importantly government would legitimize businesses issuing business permits licenses whose sole purpose police role
1,0,aime extraordinary speaker
1,0,think pretty good see someone stand endorse kind viewpoint providing new way see things
1,0,love voice cello
0,1,looking data struck thailands rapid decrease fertility rate also similar decrease fertility rate neighbors
0,1,many friends died car accidents could avoided technology
1,0,us may capital resources pretty sure us basic education needed teach
1,0,amazing speaker knowledge enough get excited topic
1,0,inspire us things never thought could
1,0,believe debate shown wind one big part solving energy problems
0,1,bjorn reminds dont really like organizations events like ted davos cfr etc
0,1,made conscience decision stop listening music devastating music passion far
0,1,many denied followup reject common descent macroevolution claim misled misrepresented
1,0,fascinating body work process thinking
1,0,kind revolution area technology
0,1,considered confirmation bias cherypicking
0,1,saying impossible apes similar consciousness
0,1,lastt phrase shamelessly copied knows
0,1,anything lecture seen different type
0,1,dear walker sadlyy understand sentence really means
0,1,nick bostrom prove negative self away beings always search amp need meaning know neuroscience brain seems evolved ability experience transcendence belief
0,1,rahul dewan ii feel way prevent terrorism raise level discourse god spirituality make spread across religious faiths
0,1,equally like 19th century governing powers ruling elites dont quite answer undo cant really undone
1,0,thats wonderful right freedom
1,0,nice
1,0,wow
1,0,however large numbers dutch hunting military style rifles able start sniping campaign germans wi may shortened
1,0,amazing good work worth india also whole world promise open source also unbelivable lots thanks sponsers
0,1,couple years ago idea privacy connected internet privacy eliminated dont right claim back youre part network youre obviously exchanging info crosses lot paths reach recently telecom providers ones dominating watching closely everyone
0,1,wait gasoline hit gallon
1,0,someone spent several years teaching say experience children need discipline rigid structure part need told
0,1,horrible architect decent marketer perhaps
0,1,arent reproducible command openly discussed incidences subject taboo
0,1,examples say conservatives much ideological purity absurd
0,1,donrsquot room numbers losing
1,0,point im trying make great craftsman default great artist
1,0,invited raise right hand unison say globall truce starts
0,1,would say fundamentalisms floating around peoples minds making war one great problems time
0,1,probably one first swept away
0,1,please dont even think taking
0,1,see lot people youngsters especially complain depressed alone
0,1,im dubious payback periods state
0,1,disgraceful comment israel fall deaf ears
0,1,end would empathy fix problems
0,1,follow lead taking hard look life either get help work become gay
0,1,human right ability make
0,1,felix artist political activist commercially astute
0,1,screwed heads screwing monkeys heads well
1,0,people need try less offended differing viewpoints
0,1,christians problem god inhabits eternity creating universe creating time operate
1,0,also thomas campbell great source understanding consciousness amp virtual reality sytems grand illusion gt
0,1,bad sale us customers
1,0,areas study reason havent bothered waste time watching tv several years
0,1,technology contribute better rampd society others
0,1,ive always since born introverted quiet reserved thoughtful
0,1,specter journalist obviously wanted branch cashin decides write book
0,1,hate modern world
0,1,weve passed age selling duplicates creations little plastics discs longer profitable business enterprise mean creators reap compensation work
1,0,introdues creative thinking class room easier become students exercise right think beyond obviousi think talented articulatedamp intelligent extremely creative
1,0,wow truly beautiful inspiring talk every sense
1,0,hand politicians live main stream perceptions even truly devoted ones canot unveiled public almost everyone us incapable distinguishing truth lies
0,1,gas oil industry lie end order keep alive
1,0,8232many points hes making fascinating presented smart way
1,0,see one way offer local communities way forward seemingly inevitable collapse society various support structures self reliance resilience hopefully creating island rich food energy
0,1,regardless think know gm crops absence poses far greater threat global stability status quo
0,1,answer emphatically
0,1,im sure buy assertion myth springtime falsifiable
1,0,came nice talk education sir ken robinson education saw talk
1,0,toe via natural selection informs us life plastic life adapts surroundings
0,1,one canot start bias example thing free hope arrive valid understanding universe
1,0,magic alien assistance lost mystical powers plain patience determination ignoringg attendant slavery moment
1,0,put focus dumbing dilution perversion scientific findings one sees presented media explains mechanisms findings become inaccessible less probing masses
1,0,science best future bright
0,1,really good idea long term
0,1,people want change long oil still affordable
0,1,fail realize povertyy really means regards education connection status class family social clasism
0,1,clumsy say less feel full conclusion reached
0,1,agricultural techniques may increase amount often comes environmental damage loss biodiversity
1,0,inspiring talk
0,1,think want evolution true theres conspiracy
0,1,question great power bringing great responsibility isnt new spiderman anyone
0,1,ideologues hope whatsoever
0,1,beautiful someone like whos biggest problem controll experiences sounds like sort hell able see boundaries
0,1,got little bored listening
1,0,helping handicapped andor elderly people
1,0,mean demean anyone
1,0,love concept design outcome nice talk
1,0,love
1,0,im living japan consistently appears better end scale
1,0,fantastic talk
1,0,sounds amazing
1,0,aime extraordinary speaker
1,0,think pretty good see someone stand endorse kind viewpoint providing new way see things
1,0,love voice cello
0,1,doesnt clue functional medicine uses modern europe
0,1,many friends died car accidents could avoided technology
1,0,nice work mr klein
0,1,worthy ted
0,1,us may capital resources pretty sure us basic education needed teach
1,0,amazing speaker knowledge enough get excited topic
1,0,inspire us things never thought could
0,1,bjorn reminds dont really like organizations events like ted davos cfr etc
0,1,many denied followup reject common descent macroevolution claim misled misrepresented
1,0,fascinating body work process thinking
1,0,kind revolution area technology
0,1,saying impossible apes similar consciousness
0,1,lastt phrase shamelessly copied knows
0,1,anything lecture seen different type
0,1,bad idea leads generation doesnt understand fundamentals calculation
1,0,brilliant professor
0,1,yet one able compare effectiveness solar orbital microwave power stations
0,1,commenting geof mosher alongg tj green iwould start ystating fact evolutionn war quite understatment
1,0,address personally wish
1,0,thats wonderful right freedom
1,0,nice
1,0,guys use vlc player mp4 480p version works perfectly awesome quality
0,1,would impolite ask stand argument
1,0,wow
1,0,amazing good work worth india also whole world promise open source also unbelivable lots thanks sponsers
0,1,couple years ago idea privacy connected internet privacy eliminated dont right claim back youre part network youre obviously exchanging info crosses lot paths reach recently telecom providers ones dominating watching closely everyone
0,1,wait gasoline hit gallon
0,1,arent reproducible command openly discussed incidences subject taboo
0,1,examples say conservatives much ideological purity absurd
1,0,david talking job interview steroids like job interviews understanding things shown best light possible say least
0,1,donrsquot room numbers losing
0,1,probably one first swept away
0,1,see lot people youngsters especially complain depressed alone
0,1,im dubious payback periods state
0,1,disgraceful comment israel fall deaf ears
0,1,end would empathy fix problems
1,0,follow lead taking hard look life either get help work become gay
0,1,sorry hes pet peeve
0,1,human right ability make
0,1,felix artist political activist commercially astute
0,1,screwed heads screwing monkeys heads well
1,0,people need try less offended differing viewpoints
0,1,measured ability polarize people
0,1,think wanted express something like part legalized insanity wrong
0,1,nonsense
1,0,different tack partner new art form imersive 3d experience computer produces mild euphoria virtual social setting
0,1,thats like whole set different iq points
1,0,humanity race thanks sharing god bless
0,1,us knocked sadam fact selling iraqi oil ero dollar
0,1,speak rarely spare family friends feel handcuffedd unable help even comprehend agony quit burdoning years ago
1,0,interesteding say least
0,1,bible wrought contradiction
0,1,beijing 80s beijing people knew barely conceded sichuan food fact food
1,0,aware percussivee guitar existed last saturday walking cuba street wellington nz young man tearing sound waves realize guitari thought sort hidden synthesizer somethingnow tonight stumble across amazing miniconcert two talented men want run back find young man see learned play tube well
0,1,lived chronic pain 25 years dad suicided chronic pain years ago
0,1,however duration study authors claim increase attendance engagement test results merely 1wek 12wek course
1,0,small step one carry far lives touchesyou touched forever changed
0,1,mr specter obviously dont read clinical trials deeper headlines
0,1,made fun girls threw tampon bathroom party irritated
0,1,talk becomes comical end haidt includes final point righteous minds designed
1,0,richard dawkins role model true hero
0,1,magic alien assistance lost mystical powers plain patience determination ignoringg attendant slavery moment
0,1,put focus dumbing dilution perversion scientific findings one sees presented media explains mechanisms findings become inaccessible less probing masses
0,1,really good idea long term
0,1,people want change long oil still affordable
0,1,fail realize povertyy really means regards education connection status class family social clasism
0,1,clumsy say less feel full conclusion reached
0,1,agricultural techniques may increase amount often comes environmental damage loss biodiversity
1,0,inspiring talk
0,1,think want evolution true theres conspiracy
1,0,ideologues hope whatsoever
1,0,beautiful someone like whos biggest problem controll experiences sounds like sort hell able see boundaries
0,1,got little bored listening
1,0,helping handicapped andor elderly people
0,1,mean demean anyone
1,0,love concept design outcome nice talk
1,0,basic concept people thrive autonomy
0,1,negative attitude ingrained us evolution less
1,0,check newly created blog bigg data weks post discusses ethical implications topic
1,0,love
1,0,sounds amazing
1,0,aime extraordinary speaker
1,0,think pretty good see someone stand endorse kind viewpoint providing new way see things
1,0,love voice cello
0,1,doesnt clue functional medicine uses modern europe
0,1,wheres innovation
1,0,nice work mr klein
1,0,muchas veces al ver un problema pensamos que las soluciones siempre son complejas lo cual implica de cierta forma macutes tiempo macutes dinero sin embargo existen soluciones simples de bajo costo que permiten resultados similares eso es lo que vemos en este video que estacute orientado las clases de escazos recursos
0,1,worthy ted
1,0,us may capital resources pretty sure us basic education needed teach
1,0,amazing speaker knowledge enough get excited topic
1,0,inspire us things never thought could
1,0,believe debate shown wind one big part solving energy problems
0,1,bjorn reminds dont really like organizations events like ted davos cfr etc
0,1,many denied followup reject common descent macroevolution claim misled misrepresented
0,1,project requirements construct minimal structure unusual materials
1,0,fascinating body work process thinking
1,0,kind revolution area technology
0,1,considered confirmation bias cherypicking
0,1,saying impossible apes similar consciousness
0,1,lastt phrase shamelessly copied knows
0,1,anything lecture seen different type
0,1,root cause covert enslavement humanity historys greatest injustice
0,1,dear walker sadlyy understand sentence really means
0,1,nick bostrom prove negative self away beings always search amp need meaning know neuroscience brain seems evolved ability experience transcendence belief
0,1,bad idea leads generation doesnt understand fundamentals calculation
1,0,brilliant professor
0,1,yet one able compare effectiveness solar orbital microwave power stations
1,0,far introduction hook interesting thought provoking like followed
1,0,rahul dewan ii feel way prevent terrorism raise level discourse god spirituality make spread across religious faiths
0,1,equally like 19th century governing powers ruling elites dont quite answer undo cant really undone
0,1,commenting geof mosher alongg tj green iwould start ystating fact evolutionn war quite understatment
0,1,address personally wish
1,0,thats wonderful right freedom
1,0,nice
1,0,could opposite true gregariousness driving force human beings virtualized makebelieve substitutes actual social interaction
0,1,would impolite ask stand argument
1,0,wow
1,0,amazing good work worth india also whole world promise open source also unbelivable lots thanks sponsers
0,1,couple years ago idea privacy connected internet privacy eliminated dont right claim back youre part network youre obviously exchanging info crosses lot paths reach recently telecom providers ones dominating watching closely everyone
0,1,wait gasoline hit gallon
1,0,ib rigorous international education program high school students
0,1,someone spent several years teaching say experience children need discipline rigid structure part need told
0,1,horrible architect decent marketer perhaps
0,1,arent reproducible command openly discussed incidences subject taboo
1,0,david talking job interview steroids like job interviews understanding things shown best light possible say least
0,1,order ensure arent fluctuations need make observation analyze
0,1,point im trying make great craftsman default great artist
0,1,im dubious payback periods state
0,1,disgraceful comment israel fall deaf ears
0,1,end would empathy fix problems
0,1,follow lead taking hard look life either get help work become gay
0,1,sorry hes pet peeve
0,1,human right ability make
0,1,searches indexes common data vast resource surprisingly ends finding lots data
0,1,noah feldman constantly refers supposed democratic beliefs vast majority muslims
0,1,another one thing staffs work salary wouldnt give clear leacture
1,0,ingenious incorporation natural binding aspect mycelium mushroom plant create productss could partially compete single uses styrofoam
1,0,china mostly agree mr tabarok im sure postmao development wouldve possible without maos prior contribution health seee hans roslings ted talks
1,0,talk great
0,1,briefly address list supposed contradictions fallacies
1,0,lol hilarious
1,0,point missed dan gilbert trying tell proceed looking time value illusion mostly thats buying illusion
1,0,xd awhile since smiled much video want
0,1,professional background vocalist hollywood several decades att age 24 rejoined pop band drastically changed repetoire absence added several vocally demanding rock tunes would required sing regain old position
1,0,thank goodness interactive transcript feature lee smolin
1,0,initiated developed project years ago makes possible disabled people take look beyond horizons experience ultimate feeling freedom independence
0,1,also fault allowing men
1,0,many profit based religious hagovers another world ago
0,1,political manipulation attempt educate children
0,1,glorified 70yearold hand cannon modern civil humane precise
0,1,things distraction generally bored
1,0,right wrong think inevitable advancement fine
1,0,would really love go postsecret live event
0,1,words man think seriously meant
0,1,tragic least still playing every day
0,1,wonder well received many countrymen saw
1,0,scientist would seem possible manipulate large amounts data societal reactions interactions way would produce highly reliable relative specific stimulus
1,0,allows brains wire efficiency
1,0,magic alien assistance lost mystical powers plain patience determination ignoringg attendant slavery moment
1,0,put focus dumbing dilution perversion scientific findings one sees presented media explains mechanisms findings become inaccessible less probing masses
1,0,science best future bright
0,1,really good idea long term
0,1,inventor mean produce kind glue
0,1,fail realize povertyy really means regards education connection status class family social clasism
0,1,clumsy say less feel full conclusion reached
1,0,inspiring talk
0,1,think want evolution true theres conspiracy
0,1,question great power bringing great responsibility isnt new spiderman anyone
0,1,ideologues hope whatsoever
0,1,beautiful someone like whos biggest problem controll experiences sounds like sort hell able see boundaries
0,1,got little bored listening
0,1,mean demean anyone
1,0,love concept design outcome nice talk
0,1,negative attitude ingrained us evolution less
1,0,love
1,0,im living japan consistently appears better end scale
1,0,fantastic talk
1,0,sounds amazing
0,1,importantly government would legitimize businesses issuing business permits licenses whose sole purpose police role
1,0,aime extraordinary speaker
1,0,think pretty good see someone stand endorse kind viewpoint providing new way see things
1,0,love voice cello
0,1,doesnt clue functional medicine uses modern europe
0,1,wheres innovation
1,0,many friends died car accidents could avoided technology
1,0,nice work mr klein
0,1,worthy ted
0,1,us may capital resources pretty sure us basic education needed teach
1,0,amazing speaker knowledge enough get excited topic
1,0,inspire us things never thought could
1,0,believe debate shown wind one big part solving energy problems
0,1,bjorn reminds dont really like organizations events like ted davos cfr etc
0,1,made conscience decision stop listening music devastating music passion far
0,1,many denied followup reject common descent macroevolution claim misled misrepresented
0,1,project requirements construct minimal structure unusual materials
1,0,fascinating body work process thinking
1,0,kind revolution area technology
0,1,saying impossible apes similar consciousness
0,1,anything lecture seen different type
0,1,root cause covert enslavement humanity historys greatest injustice
0,1,dear walker sadlyy understand sentence really means
0,1,nick bostrom prove negative self away beings always search amp need meaning know neuroscience brain seems evolved ability experience transcendence belief
0,1,bad idea leads generation doesnt understand fundamentals calculation
1,0,brilliant professor
0,1,yet one able compare effectiveness solar orbital microwave power stations
1,0,far introduction hook interesting thought provoking like followed
0,1,equally like 19th century governing powers ruling elites dont quite answer undo cant really undone
1,0,commenting geof mosher alongg tj green iwould start ystating fact evolutionn war quite understatment
1,0,thats wonderful right freedom
1,0,nice
0,1,would impolite ask stand argument
0,1,wow
0,1,isnt good bad inevitable
1,0,ib rigorous international education program high school students
0,1,someone spent several years teaching say experience children need discipline rigid structure part need told
0,1,horrible architect decent marketer perhaps
0,1,arent reproducible command openly discussed incidences subject taboo
0,1,david talking job interview steroids like job interviews understanding things shown best light possible say least
0,1,point im trying make great craftsman default great artist
1,0,probably one first swept away
1,0,please dont even think taking
0,1,im dubious payback periods state
0,1,disgraceful comment israel fall deaf ears
1,0,follow lead taking hard look life either get help work become gay
0,1,sorry hes pet peeve
0,1,human right ability make
0,1,felix artist political activist commercially astute
0,1,screwed heads screwing monkeys heads well
0,1,people need try less offended differing viewpoints
1,0,paraplegic could hard time coping bodies restrictive functions would depress time learn maneuver efficiently soul searching may come appreciate new life
1,0,wish could success stories authentic data benifit rest world learn apretiate efforts lone women police officer par excellence
1,0,interesting theory son two highly educated professionals always sought intelligent people friends companions
1,0,critical comment use compass metaphor much sounded like writing creating stifling boundary circles good fiction poke holes
0,1,feeling much empowering feeling comes succumbing information addiction
1,0,prophet muhamed encouraged us 1000 years ago smile face anyone met proved oh great dd
0,1,masses frightened face world god isnt controlling lives arent going heaven whatever
1,0,happy shared experinces ted ive watched three times really helping get grips wonderful expansiveness everything see
0,1,emotion stranger longer wonder stand rapt awe good dead snufedout candle
0,1,taliban hated brutal acts name religion
1,0,things many probably follow along way passion cool
1,0,recently last december detroit even though quite pregnant baby number bit step dancing begging local step dancers show join stage
0,1,focusing global warming report concluded two damaging things residents country climate drive vehicles get poor gas mileage goree notes eat beef goree avoids mentioning
0,1,encouraged started staying late hours things thought would useful plagued nightmares mirror frustrations lost lot sleep
0,1,standard american diet killing people
0,1,take one would think following permissible lifestyle choice im weekday murderer
1,0,pointed ss complete informed answers changed pontification much useful amp clarified differentiation seasonal flu amp pandemic features
0,1,hard root corruption corrupt begins roots
0,1,mere epistemology like
0,1,recognize fears hold power guide us every one fears formed belief created experiencing illusion
0,1,dont suppose anyone suggest news outlets webb based hope proportionate ratio worldwide news
1,0,ps man brilliant
1,0,feel legitimal pride watch portal joseacute antonio abreus testimony
0,1,speech became fit might appropriate
1,0,would like world like isnt
1,0,finally observer future marvelling beautiful structure environment cringe could go
0,1,however see susan blackmores motivations could interpreted otherwise argument really could seen lacking cohesion
0,1,problem anything times shrouded sure isnt
1,0,put focus dumbing dilution perversion scientific findings one sees presented media explains mechanisms findings become inaccessible less probing masses
1,0,science best future bright
1,0,inventor mean produce kind glue
0,1,clumsy say less feel full conclusion reached
0,1,agricultural techniques may increase amount often comes environmental damage loss biodiversity
1,0,question great power bringing great responsibility isnt new spiderman anyone
1,0,ideologues hope whatsoever
1,0,direction magnetic force
1,0,helping handicapped andor elderly people
1,0,love concept design outcome nice talk
1,0,check newly created blog bigg data weks post discusses ethical implications topic
1,0,love
0,1,eloquent reminiscence visit kaba islams religious shrine mr mustafe akyol uses word islamicc law several times
1,0,fantastic talk
1,0,sounds amazing
0,1,importantly government would legitimize businesses issuing business permits licenses whose sole purpose police role
1,0,think pretty good see someone stand endorse kind viewpoint providing new way see things
1,0,love voice cello
0,1,doesnt clue functional medicine uses modern europe
0,1,wheres innovation
0,1,looking data struck thailands rapid decrease fertility rate also similar decrease fertility rate neighbors
0,1,many friends died car accidents could avoided technology
0,1,worthy ted
1,0,amazing speaker knowledge enough get excited topic
1,0,inspire us things never thought could
1,0,believe debate shown wind one big part solving energy problems
0,1,bjorn reminds dont really like organizations events like ted davos cfr etc
1,0,made conscience decision stop listening music devastating music passion far
1,0,project requirements construct minimal structure unusual materials
1,0,fascinating body work process thinking
1,0,kind revolution area technology
0,1,considered confirmation bias cherypicking
0,1,saying impossible apes similar consciousness
0,1,anything lecture seen different type
0,1,root cause covert enslavement humanity historys greatest injustice
0,1,dear walker sadlyy understand sentence really means
0,1,bad idea leads generation doesnt understand fundamentals calculation
1,0,brilliant professor
1,0,far introduction hook interesting thought provoking like followed
0,1,rahul dewan ii feel way prevent terrorism raise level discourse god spirituality make spread across religious faiths
0,1,equally like 19th century governing powers ruling elites dont quite answer undo cant really undone
0,1,commenting geof mosher alongg tj green iwould start ystating fact evolutionn war quite understatment
1,0,address personally wish
1,0,thats wonderful right freedom
1,0,could opposite true gregariousness driving force human beings virtualized makebelieve substitutes actual social interaction
1,0,guys use vlc player mp4 480p version works perfectly awesome quality
0,1,would impolite ask stand argument
1,0,however large numbers dutch hunting military style rifles able start sniping campaign germans wi may shortened
1,0,amazing good work worth india also whole world promise open source also unbelivable lots thanks sponsers
0,1,isnt good bad inevitable
0,1,couple years ago idea privacy connected internet privacy eliminated dont right claim back youre part network youre obviously exchanging info crosses lot paths reach recently telecom providers ones dominating watching closely everyone
0,1,wait gasoline hit gallon
0,1,horrible architect decent marketer perhaps
0,1,arent reproducible command openly discussed incidences subject taboo
0,1,examples say conservatives much ideological purity absurd
0,1,david talking job interview steroids like job interviews understanding things shown best light possible say least
1,0,order ensure arent fluctuations need make observation analyze
0,1,donrsquot room numbers losing
0,1,point im trying make great craftsman default great artist
0,1,invited raise right hand unison say globall truce starts
0,1,would say fundamentalisms floating around peoples minds making war one great problems time
0,1,probably one first swept away
1,0,please dont even think taking
0,1,see lot people youngsters especially complain depressed alone
0,1,im dubious payback periods state
0,1,end would empathy fix problems
1,0,follow lead taking hard look life either get help work become gay
0,1,sorry hes pet peeve
0,1,human right ability make
0,1,felix artist political activist commercially astute
0,1,screwed heads screwing monkeys heads well
1,0,people need try less offended differing viewpoints
1,0,im sure jil understands especially shes studied schizophrenia
0,1,today oil water nuclear weapons social communication tvv radio newspapers internet scientific progress religion
1,0,afraid touch delicate subject
1,0,good talk
1,0,dont think finding water moon historical significance war afghanistan youre probably viewing history truly global scale
1,0,saying ann elephant never forgets might truth
0,1,dont even know spending billions dollars
0,1,see catch dumped ocean sickened pointless death sea life
0,1,sorry wang agree christina newnham
1,0,know much dabs bits stressing finite system viewed infinite
0,1,evolutionist cant disprove god cant prove evolution works describe evolution
0,1,confusion made existence god belief god
1,0,learned turn phone close computer get house
1,0,focus positive psychology
0,1,doesnt seem natural introduce extra term circumstances
0,1,man speaks smug dismissive attitude toward thousands scientists worldwide disagree fear mongering growing harder harder take
1,0,want give responses since think many things canot said short talk
1,0,encourage promote ideals action coworkers bosses friends children
0,1,perhaps leeuwenhoek discovered mankind concluded things complex anything creator stopped investigation subject
1,0,applaud taking pressing emotional issue
1,0,stronger engine inside
1,0,true everything interconnected everything cancer interconnected rest corpus
0,1,mr walt even theories machine causing apocalypse could ever possibly come true isnt valuable take risk learn
0,1,high school student wrong horrifying
0,1,would seem shes successfully latching onto emotional spike counter intuitive ideas provide without att least talk sure book providing complete answer question
