class_0,class_1,text
0,1,heart hurts family feel partners children live ca nonreligious hospital disappointed hospital staff refused answer questions partners emergency room visit circumstances much less severe happened family article lgbt community faces much discrimination lack respect many ways fact family legally could right paperwork mention legal expenses go along mention 17 years life shared together still regard relationship fact family hospital staff one dying scares shit doma laws need repealed think involved hospital staff heads hospital go diversity sensitivity classes hope hospital looses case pay family exorbitant amount money sometimes pocketbook best place hit order lessons learned
1,0,awesome guitar player
0,1,much wanna bet mainstream media never cover theyre always first start yapping whenever something negative comes pot great news like surfaces dig extra crap jessica simpson hannah montana justify noncoverage propot story conservatives drivel liberal media want apt term would politically correct fearinciting media
0,1,youd think articles last 700 billion government spent wasted would erode support spending another 800 billion stimulus fool shame fool twice shame although particular case opposed didnt fool much overpowered mebrand yes realize united kingdom story different taxpayers getting screwed
0,1,marijuana illegal anyone grow real market legalbrbrthere many things wrong statement brbrfirst grow anything put mind question isnt tobacco illegal anyone grow tobacco perfectly legal brbrsecondly massively underestimate market would marijuana legalized
0,1,lab created thc anyway brmuahahahahaha evil pharma laugh
1,0,got 300 something almost shit pants saw congratulations friend
0,1,mmma nice face full libel fox
1,0,thanx submit kind articles important human beings
0,1,half million id set long time id buy really really cheap housing right next unibrbrthen id rent aud100 week try pack house studentsbrbrif managed get houses thats maybe 10 students packed tight thats aud1000 week easybrbrwhat rich guys complaining
0,1,michael phelps worlds fastest pot headbr2 think marijuana legalized
1,0,well played sir well played indeed
0,1,oh christs sake fucking funny digg fucking dead
0,1,many cats fought death jinandjuice
1,0,enough dough stimulus bill bail
0,1,nothing like big brother spending money theresarc
0,1,doesnt seem like many whole internet
1,0,actually easier web server web client like safari web services essence highly specialized ftp built talk custom document viewer ie web browser
0,1,solution problem collapse nation people never realize problem late perhaps best minor thingthe change anyone preaching difference raising lowering taxes brbrwe needed revolution rabbit crap like changebr
0,1,completely different products opportunity cost buying kindle eeepc
0,1,hey im commenting something find pretty offensive find disgusting people look children even think sex dont know worse someone would buy child someone would sell
0,1,talking boy theres still like another last one hours longbrbr
0,1,comments arebrbrthese comments comments dumbbrthese comments buried mebrthese comments funnybrthese comments comments made idiotsbrthese comments made trolls please stop trollingbrthese comments arent way intelligent wisebretc etc etc
0,1,man havent heard word encarta 20 years
0,1,havent heard itbut man john mayer puts sleep music lyrics
1,0,made choice
1,0,good comes place shall named
1,0,good idea
0,1,theyll play catchup google sync well br
0,1,never think school cafeteria
0,1,read heroes herpes thought ohshi
0,1,dont know sony pretty good example useless fucking labyrinth pages settings
1,0,like big butts cannot lie
0,1,cant old story proven weapons space treaty possiblebrthis political retrace support obama blindly
0,1,buried tool
1,0,weird dont see problem ad humorous goes straight point exposes problembrbrwho moron thinks shocking bad way supposed shock communicate message thats
0,1,um sand flavored ice cream fun
0,1,america faults still free countrybrbrbrin america woman ganged men usually fapping paid dvdbrbrbrin saudi arabia woman ganged men fault gets whipped
0,1,nonviolent crimes especially drug charges brbrstart selling drugs someone elses turf see nonviolent drug dealers
1,0,im going make bundle 099 downloads pet rock iphone app
0,1,would height hypocrisy dump aroid yankees knew full well privately signed confirmed publiclybrbris mystery former texas player shows dirty say sosa palmero pudge rodriguez ken caminiti course poster boy cansecobrbrjust hell running club anyway whoever must major league ahole hope nobody like ends position real influence
1,0,honestly zoned spent hour watching theyre mesmerizing
1,0,evolution refers fact species change time eventually diverging time make new species changing one another thats means model fact
0,1,fuckin thing sucks
0,1,ive phones windows mobile sucked mpx200 motorola mobile slow continue suck next amount releases
0,1,thanks input lemur many diggers dont understand culture associate stereotype islam based actions found saudi arabia equal justification would saudi arabians call every christian pedophiles sexually assaulting young children chastise us politicians viewing child pornography
1,0,people need understand know theres vast majority already guns kill people years ago dont know like 100 children could buy guns barely restriction guns less killings people ideals motivations kill
0,1,whole fraud sea ice back repeatedly exposed nothing denier lies br
0,1,new york times article article sourced xm might get rid howard stern really im pretty sure hes driving force behind company driving force point
1,0,onlywirecom awesome website entrpeneur making first step business world check
1,0,marijuana appears slow everything
0,1,comparison wrong saying doesnt make sobrbralso figured dont support slavery im showing reason youre cool prop totally bogus like fake reasonbrbrand marriage actually considered fundamental right considered part right privacy
0,1,feel sorry 360 owners one day youll able afford real pc
0,1,wrong almost war sides religion
1,0,michael phelps im pulling bong ripp yabr
1,0,building good friend list active daily key
0,1,fap fap fffffsssorry
0,1,didnt start fire
1,0,lets discuss robots im robots ninja robots look like thomas jefferson
0,1,amazes digg vw bluemotion cars around years
0,1,final statement shows chief concerned damage control protecting brothers really happened video history violence doesnt excuse excessive force officers day wish police actually care justice
0,1,ha thats fucking accomplishment right finding fewyearold files quite impressive although biggest fuck ive accidentally whole hard drive actuall going floppy drive talking phone distracted selected wrong drive clicks later hard drive formatted realized saw file system set ntfs like ntfs floppy wtf microsecond later felt like shooting myselfbrbr80gb data including downloads mp3s movies 48 hours trying recover shit got back like 50 mostly due lack decent free software time
1,0,respect honesty
0,1,easily doablebrbrlike mom xdbrbrsorry
0,1,community filled selfish folks like willing help note didnt say give food supply fellow neighbors guys wont last yearbrbrgood luck
0,1,use california microcosim liberal government dont even try claim schwarzy real conservative think clearly see us years obama dont know kind weed smoke washington idea spend aka print way patently retarded government cannot fix one payment spent 40 years creating bad legislation spending sadly even ending war really wont help sure wed save billions troops abroad wed troop back homelooking jobswhere arent
0,1,digg lefties cant handle truth
0,1,im still skeptical well soon see
1,0,poitier man
0,1,orange county cops ship homeless rich neighborhoods irvine poorer cities santa ana
0,1,bad decisions people playing money bill comes due get forced pay bad decisions way spiral called fiscal responsibility isnt going happen long worship greed country
0,1,wtf indeed
1,0,im surprised say may actually retire pirate xp legit w7
0,1,weak feel like whole darth vader character swap thing played years ago already br
0,1,didnt digg obama upheld constitution
1,0,ha ha pretty cool one enjoyed brbr174 worlds biggest pyramid egypt mexico
1,0,good post darcine whiners left blowhards right need cancel keep check causes nation centrist franklin knew talked frequently
0,1,nope another excuse victims
1,0,world without stdsevery mans dream
0,1,thought real minute fake right going others saying
0,1,makes miss river bit
0,1,northwatuppa learned spendulous package say full bs unless reading different version rest independent thinking world like maybe talking points moveonorg
1,0,epic battle wish video
1,0,matter whos singing awesome song
1,0,upgraded year actually
0,1,sorry didnt show duplicate checker looks like minutes apart honestly try submit duplicates rarely dobrbrand makes kotakus post based press release blogspam submission blog exact thing somehow worthy
1,0,praying real cure
0,1,thats strange statement youve made almost like youre accusing something wrong even though couldnt help
0,1,brute
0,1,value started dropping time joined im really really sorry fault
0,1,nuke iran
0,1,wasnt funny
0,1,order get gregg sign obama promised gregg would get pork socalled stimulus would fair square census grievance mongers started squealing obama went back census promise turned rahm hitman emmanuel warning gregg porka palooza happened obama fighting every slice bacon gregg figured obama couldnt trusted got getting good
0,1,knew liar going election shouldnt surprised came still liar
1,0,isbrbryeah thats right corrected mistake
0,1,devoted couple minutes college get money back wonder crap teaching
1,0,cocaine helluva bargain
0,1,dear pretend constitutional scholar additionally please pretend literate brbri widely available try find tape states constitution
0,1,nobel prize winner mean paul krugman lying liar krugman full support nationalization try reading recent opeds
0,1,youve missed point completely cap pay companies received bailout moneybrbrthis top talent bitching getting milliondollar salaries obviously done absolutely nothing make company profitable theyve allowed company get point need bailout brbrchrist word become common everyone uses disregard country really getting fucked greed
0,1,umm woz doesnt work apple
0,1,opinion summed quite nicelybrbrwith without religion would good people good things evil people evil things good people evil things takes religionbr steven weinbergbrbrnot religious people evil religion makes lot easier people justify evil actions
0,1,55 billion making federal buildings green including 448 million department homeland securitys million design furnish dhs million workplace safety department agriculture facilitiesbr75 million smithsonian million hybrid electric cars federal employees see belowbr180 million construction bureau land management facilitiesbr500 million wildland fire managementbr110 million construction us fish wildlife servicebr522 million construction bureau indian affairsbr412 million centers disease control million earmark national institutes health facilities bethesda marylandbr100 million constructing us marshalls office buildingsbr300 million constructing federal bureau investigation office buildingsbr800 million constructing federal prison system buildings facilitiesbr307 million constructing national institute standards technology office buildingsbr1 billion administrative costs construction national oceanic atmospheric administration office buildingsbr600 million buy hybrid vehicles federal employeesbr125 million washington dc sewer systembr75 million salaries employees fbibr6 billion turn federal buildings green buildingsbr88 million renovating headquarters public health servicebr55 million energy efficiency initiatives veterans administrations national cemetery million arlington national cemeterybr75 million construct new security training facility state department security officers trained existing facilities agenciesbr110 million farm service agency upgrade computer systemsbr200 million funding lease alternative energy vehicles use military installations br2 billion futuregen nearzero emissions powerplant mattoon illinoisbr2 billion manufacturing advanced batteries hybrid carsbr650 million digital tv dtv transition coupon programbr12 billion summer jobs youthbr200 million public computer centers community colleges librariesbr750 million earmark national computer centerbr10 million fight mexican gunrunnersbr850 million amtrak top regular subsidybr100 million lead paint hazard reductionbr275 million flood preventionbr65 million watershed rehabilitation br650 million abandoned mine sitesbr13 billion nasa including 450 million science nasabr100 million clean sites used early us atomic energy programbr10 million urban canalsbr15 billion carbon capture projects sec 703 pl 110140 though original section authorizes billion five yearsbrbrno worries mate im practicing
1,0,nice see informed comments brthanksbrbr
0,1,truly shame cambodia traditionally one place welcoming gay families wishing adopt
0,1,obama crook try fix results looks like communist country
0,1,let one fly next big tv satellite going problem
0,1,yay another article digg men say women crazy batshit cunts good ones
0,1,like letting kid shit couch showing toilet
0,1,find perfect girl ready pop question find 150000 student loans 40k credit card debt credit rating thats toilet brbrno rich isnt necessary financial weight heavy could sink titanicbrbrif screw finances ease think happen get married
0,1,im going go get another gun lots bullets
0,1,trillion trillion soon going start adding serious
0,1,bj actually spent much time training talking shit might better chance gsp
0,1,yeah im gonna say standards women put people higher put themselvesbrbr
1,0,read book really enjoyed watched trailer wasnt disappointed think movie gonna better expectedpoor denis hahah movie gonna hilarious
0,1,fuckin pussys cant go nowhere withot looking like robbotbrtodays soldiers wear normal cloths green still beat shit robbots without laying finger tham
0,1,im right addition feel moral obligation yes morals nothing religion point wrong doings religion right control people insecurities life fear deathbrbri call christianity one great curse one great intrinsic depravity one great instinct revenge means venomous enough secret subterranean small enough call one immortal blemish upon human race nietzsche agree
0,1,study law school criminal law classes studies show certain psychiatric treatments lower change reoffending specif group convicted criminals kinds programs arent really used usa since criminal justice system opted punishment angle instead rehabilitation angle
0,1,news like really isolate certain group people saw coming several hundred thousand seconds ago knew would digg
0,1,lol life wasted
0,1,paul krugman serious hes guy says obamas stimulus bill isnt big enough worked enron ffs cant believe gave nobel prize going die along american economy youre going wish listened people like ron paul peter schiff
0,1,original plan fighting slavery ensure spread beyond preexisting slave statesbrif really believe read corwin amendment lincoln favoured
0,1,generation rescues data bullshit junk science generated prove specific point weight discussion
0,1,worst day bad day
1,0,thats better
1,0,quantum mechanical theory limited experience brbris science notbrbrsee knew someone would bring yet answer qm undoubtedly science limited human experience
0,1,try every year failed every year try brbrwell always oaksterdam
1,0,happy valentines day
0,1,yep didnt need digger tell
1,0,fast kenyans
1,0,go kevin
1,0,great action suspense movie also download songs free
1,0,support setting ellis island southern border get documented right away order legally
0,1,based ive seen regarding zombies ive learned best course action zombie apocalypse impending bite barrelbrbror find hot zombie chain basement rape theyre undead
0,1,australian federal government wants put onto every australian internet user itll mandatory filter optout filter top madness highest order complete foolishness government isnt listening voters reasons best known others
1,0,actually really good question even though kidding around bad currently working undergrad psych degree issue implanting false memories come many courses nothing ever mentioned making someone forget past memories although suppose try suppress past memories believe whole freudian thing
1,0,final boss
0,1,gives crap love google need use gmail entirely email needs anyone bitch moans google beta bitch moan even final release always want hate something apple bet say much innovation apple stays beta forever new people suck
0,1,say anything youre worried malaria sell computer get volunteering
0,1,come conclusion every god damned person internet slept section english class covers proper use possessive case fear becomes object possession incorrect fears noun casebrfears verb fears gives action taliban making sentence complete also incorrectbrfear verb singular form correct casebrbrso apostrophe needed plural form incorrect wellbrbri realize errors getting really fucking sick people ignoring basic grammar principles bastardizing english language normally handle occasional slipup shit seriously getting control
0,1,yeah know kind raging comments claiming would murder stupid kid cat brbrmaybe dont love felines people seeing remains baby killed cat
0,1,b00m headshot
